R2---epoch:0 error:543.9633771056657 min_mae:543.9633771056657 min_epoch:0
R2---epoch:31 error:418.47298057205404 min_mae:315.91169701778625 min_epoch:11
R2---epoch:32 error:429.10301690769717 min_mae:315.91169701778625 min_epoch:11
R2---epoch:33 error:313.05225452682475 min_mae:313.05225452682475 min_epoch:33
R2---epoch:34 error:509.27155099530796 min_mae:313.05225452682475 min_epoch:33
R2---epoch:35 error:483.0914282238745 min_mae:313.05225452682475 min_epoch:33
R2---epoch:36 error:540.6893369512899 min_mae:313.05225452682475 min_epoch:33
R2---epoch:37 error:448.84814752589216 min_mae:313.05225452682475 min_epoch:33
R2---epoch:38 error:588.8403545735956 min_mae:313.05225452682475 min_epoch:33
R2---epoch:39 error:929.0669234283678 min_mae:313.05225452682475 min_epoch:33
R2---epoch:40 error:330.7226215451137 min_mae:313.05225452682475 min_epoch:33
R2---epoch:41 error:309.80767385776227 min_mae:309.80767385776227 min_epoch:41
R2---epoch:42 error:395.6877949280398 min_mae:309.80767385776227 min_epoch:41
R2---epoch:43 error:403.755529150858 min_mae:309.80767385776227 min_epoch:41
R2---epoch:44 error:555.5188815331721 min_mae:309.80767385776227 min_epoch:41
R2---epoch:45 error:345.39793725500067 min_mae:309.80767385776227 min_epoch:41
R2---epoch:46 error:787.4635546967223 min_mae:309.80767385776227 min_epoch:41
R2---epoch:47 error:287.0955750149685 min_mae:287.0955750149685 min_epoch:47
R2---epoch:48 error:316.9761126829864 min_mae:287.0955750149685 min_epoch:47
R2---epoch:49 error:324.83003202408224 min_mae:287.0955750149685 min_epoch:47
R2---epoch:50 error:659.0247909059891 min_mae:287.0955750149685 min_epoch:47
R2---epoch:51 error:315.87245486480197 min_mae:287.0955750149685 min_epoch:47
R2---epoch:52 error:519.3546275896031 min_mae:287.0955750149685 min_epoch:47
R2---epoch:53 error:365.3720782995224 min_mae:287.0955750149685 min_epoch:47
R2---epoch:54 error:315.9934358803126 min_mae:287.0955750149685 min_epoch:47
R2---epoch:55 error:322.4321337106464 min_mae:287.0955750149685 min_epoch:47
R2---epoch:56 error:424.91058572897543 min_mae:287.0955750149685 min_epoch:47
R2---epoch:57 error:372.54174070461437 min_mae:287.0955750149685 min_epoch:47
R2---epoch:58 error:424.66313054961165 min_mae:287.0955750149685 min_epoch:47
R2---epoch:59 error:545.0455887049109 min_mae:287.0955750149685 min_epoch:47
R2---epoch:60 error:271.67382444637815 min_mae:271.67382444637815 min_epoch:60
R2---epoch:61 error:485.5001516329882 min_mae:271.67382444637815 min_epoch:60
R2---epoch:62 error:496.82371091957276 min_mae:271.67382444637815 min_epoch:60
R2---epoch:63 error:306.71445443754465 min_mae:271.67382444637815 min_epoch:60
R2---epoch:64 error:316.5673082791842 min_mae:271.67382444637815 min_epoch:60
R2---epoch:65 error:472.06484301453764 min_mae:271.67382444637815 min_epoch:60
R2---epoch:66 error:488.893773493531 min_mae:271.67382444637815 min_epoch:60
R2---epoch:67 error:490.54147160872 min_mae:271.67382444637815 min_epoch:60
R2---epoch:68 error:428.9162662461154 min_mae:271.67382444637815 min_epoch:60
R2---epoch:69 error:515.7073088648555 min_mae:271.67382444637815 min_epoch:60
R2---epoch:70 error:529.9003501036665 min_mae:271.67382444637815 min_epoch:60
R2---epoch:71 error:495.23777696735914 min_mae:271.67382444637815 min_epoch:60
R2---epoch:72 error:430.7633073071202 min_mae:271.67382444637815 min_epoch:60
R2---epoch:73 error:292.0975831088784 min_mae:271.67382444637815 min_epoch:60
R2---epoch:74 error:514.1808659689767 min_mae:271.67382444637815 min_epoch:60
R2---epoch:75 error:253.63167214950363 min_mae:253.63167214950363 min_epoch:75
R2---epoch:76 error:251.08119638215055 min_mae:251.08119638215055 min_epoch:76
R2---epoch:77 error:323.9407761409715 min_mae:251.08119638215055 min_epoch:76
R2---epoch:78 error:373.19539546573554 min_mae:251.08119638215055 min_epoch:76
R2---epoch:79 error:463.2260847582922 min_mae:251.08119638215055 min_epoch:76
R2---epoch:80 error:304.3389319838076 min_mae:251.08119638215055 min_epoch:76
R2---epoch:81 error:338.63443137001207 min_mae:251.08119638215055 min_epoch:76
R2---epoch:82 error:377.01136788087234 min_mae:251.08119638215055 min_epoch:76
R2---epoch:83 error:764.2197459189447 min_mae:251.08119638215055 min_epoch:76
R2---epoch:84 error:261.84198121849323 min_mae:251.08119638215055 min_epoch:76
R2---epoch:85 error:415.74428017699455 min_mae:251.08119638215055 min_epoch:76
R2---epoch:86 error:453.25230565175906 min_mae:251.08119638215055 min_epoch:76
R2---epoch:87 error:446.5699218446082 min_mae:251.08119638215055 min_epoch:76
R2---epoch:88 error:889.027777498895 min_mae:251.08119638215055 min_epoch:76
R2---epoch:89 error:428.3983576153661 min_mae:251.08119638215055 min_epoch:76
R2---epoch:90 error:530.5702263247836 min_mae:251.08119638215055 min_epoch:76
R2---epoch:91 error:396.21669745052253 min_mae:251.08119638215055 min_epoch:76
R2---epoch:92 error:306.8095454297714 min_mae:251.08119638215055 min_epoch:76
R2---epoch:93 error:624.3672194932843 min_mae:251.08119638215055 min_epoch:76
R2---epoch:94 error:323.67618864774704 min_mae:251.08119638215055 min_epoch:76
R2---epoch:95 error:463.1755908934891 min_mae:251.08119638215055 min_epoch:76
R2---epoch:96 error:354.84273334385847 min_mae:251.08119638215055 min_epoch:76
R2---epoch:97 error:325.2093862467906 min_mae:251.08119638215055 min_epoch:76
R2---epoch:98 error:305.3077748358905 min_mae:251.08119638215055 min_epoch:76
R2---epoch:99 error:548.8845463480268 min_mae:251.08119638215055 min_epoch:76
